Player ID,First Name,Last Name,Pos1,Pos2,Team,Playing Next,In 2 Rds,In 3 Rds,Playing Next,Owner,Waiver,Free Agent,Trade Status,Total Pts,Rds,Rd Pts,Avg,Avg 3,Avg 5,Status Comment,Player Note
491,Timothy,Smith,FWD,,MEL,N/A,N/A,N/A,,Tue 27th 4am,,waiver,404,7,0,57.71,48.67,59.2,N/A,N/A,
19,Sam,Jacobs,RUC,,ADE,N/A,N/A,N/A,,Tue 27th 4am,,waiver,401,5,125,80.2,89,80.2,N/A,N/A,
21,Chayce,Jones,MID,,ADE,N/A,N/A,N/A,,Tue 27th 4am,,waiver,400,8,86,50,61.67,52.4,N/A,N/A,
779,Jarrod,Cameron,MID,FWD,WCE,N/A,N/A,N/A,,Tue 27th 4am,,waiver,399,7,0,57,44.33,60.8,N/A,N/A,
17,Elliott,Himmelberg,FWD,,ADE,N/A,N/A,N/A,,Tue 27th 4am,,waiver,398,7,0,56.86,46.33,56,N/A,N/A,
220,Jordan,Ridley,DEF,,ESS,N/A,N/A,N/A,,Tue 27th 4am,,waiver,396,6,0,66,62.33,65,N/A,Ridley had just the 14 touches but all of them were effective. He needs to get more of the ball to pay off as a selection.,
385,Ian,Hill,FWD,MID,GWS,N/A,N/A,N/A,,Tue 27th 4am,,waiver,395,7,85,56.43,54.33,55,N/A,N/A,
437,Dylan,Moore,FWD,,HAW,N/A,N/A,N/A,,Tue 27th 4am,,waiver,393,7,0,56.14,61,55.8,N/A,N/A,
172,Matthew,Scharenberg,DEF,,COL,N/A,N/A,N/A,,Tue 27th 4am,,waiver,392,7,16,56,47,56.8,N/A,N/A,
282,Jacob,Dawson,MID,,GCS,N/A,N/A,N/A,,Tue 27th 4am,,waiver,391,6,75,65.17,67.33,69.2,N/A,N/A,
295,Sean,Lemmens,FWD,,GCS,N/A,N/A,N/A,,Tue 27th 4am,,waiver,386,8,24,48.25,32.33,41.6,N/A,N/A,
229,Bailey,Banfield,FWD,MID,FRE,N/A,N/A,N/A,,Tue 27th 4am,,waiver,382,7,62,54.57,44.67,49,N/A,N/A,
280,Joshua,Corbett,FWD,,GCS,N/A,N/A,N/A,,Tue 27th 4am,,waiver,377,9,0,41.89,19.67,28.8,N/A,N/A,
574,Peter,Ladhams,RUC,,PTA,N/A,N/A,N/A,,Tue 27th 4am,,waiver,376,5,0,75.2,77,75.2,N/A,N/A,
620,Connor,Menadue,DEF,,RIC,N/A,N/A,N/A,,Tue 27th 4am,,waiver,375,6,0,62.5,50.67,64,N/A,N/A,
463,Jeff,Garlett,FWD,,MEL,N/A,N/A,N/A,,Tue 27th 4am,,waiver,362,7,0,51.71,47.33,52.6,N/A,N/A,
231,Brett,Bewley,MID,,FRE,N/A,N/A,N/A,,Tue 27th 4am,,waiver,362,7,0,51.71,47,53.2,N/A,Bewley didn't give us anything to get excited about in the JLT with 48 and 16. With Ross as a coach it makes me even more nervous.,
216,David,Myers,MID,,ESS,N/A,N/A,N/A,,Tue 27th 4am,,waiver,360,7,0,51.43,43.67,49.8,N/A,N/A,
109,Darcy,Lang,FWD,MID,CAR,N/A,N/A,N/A,,Tue 27th 4am,,waiver,360,8,0,45,29.33,45.8,N/A,N/A,
87,Lewis,Taylor,FWD,,BRL,N/A,N/A,N/A,,Tue 27th 4am,,waiver,357,5,0,71.4,79.67,71.4,N/A,N/A,
308,Michael,Rischitelli,DEF,,GCS,N/A,N/A,N/A,,Tue 27th 4am,,waiver,353,7,30,50.43,33.33,44.4,N/A,N/A,
650,Jarryn,Geary,DEF,,STK,N/A,N/A,N/A,,Tue 27th 4am,,waiver,351,5,0,70.2,71,70.2,N/A,N/A,
338,Lachie,Henderson,DEF,,GEE,N/A,N/A,N/A,,Tue 27th 4am,,waiver,351,5,64,70.2,62.67,70.2,N/A,N/A,
609,Ryan,Garthwaite,DEF,,RIC,N/A,N/A,N/A,,Tue 27th 4am,,waiver,350,7,0,50,47.33,49.6,N/A,N/A,
470,Neville,Jetta,DEF,,MEL,N/A,N/A,N/A,,Tue 27th 4am,,waiver,349,7,0,49.86,45.67,53,N/A,N/A,
418,Conor,Glass,DEF,,HAW,N/A,N/A,N/A,,Tue 27th 4am,,waiver,346,7,0,49.43,51.67,52.6,N/A,N/A,
492,Charlie,Spargo,FWD,,MEL,N/A,N/A,N/A,,Tue 27th 4am,,waiver,345,8,49,43.12,56.67,49,N/A,N/A,
560,Kane,Farrell,FWD,,PTA,N/A,N/A,N/A,,Tue 27th 4am,,waiver,340,7,0,48.57,40.33,43.2,N/A,N/A,
598,Dan,Butler,FWD,,RIC,N/A,N/A,N/A,,Tue 27th 4am,,waiver,336,7,0,48,53,48.4,N/A,N/A,
825,Joshua,Deluca,MID,,CAR,N/A,N/A,N/A,,Tue 27th 4am,,waiver,333,6,63,55.5,65.67,60.8,N/A,N/A,
707,Daniel,Menzel,FWD,,SYD,N/A,N/A,N/A,,Tue 27th 4am,,waiver,320,7,12,45.71,40.67,47.8,N/A,N/A,
292,George,Horlin-Smith,MID,,GCS,N/A,N/A,N/A,,Tue 27th 4am,,waiver,317,7,0,45.29,38,38,N/A,N/A,
474,Jay,Kennedy Harris,MID,,MEL,N/A,N/A,N/A,,Tue 27th 4am,,waiver,314,5,55,62.8,60.33,62.8,N/A,N/A,
239,Mitchell,Crowden,FWD,,FRE,N/A,N/A,N/A,,Tue 27th 4am,,waiver,314,5,30,62.8,56.33,62.8,N/A,N/A,
348,Quinton,Narkle,FWD,,GEE,N/A,N/A,N/A,Fire The Worpedo,,,owner,313,3,134,104.33,104.33,104.33,N/A,N/A,
517,Nathan,Hrovat,FWD,,NTH,N/A,N/A,N/A,,Tue 27th 4am,,waiver,301,5,62,60.2,59,60.2,N/A,N/A,
264,Lachlan,Schultz,FWD,,FRE,N/A,N/A,N/A,,Tue 27th 4am,,waiver,299,7,0,42.71,38,42.2,N/A,Schulz did kick a couple of goals with 17 touches but his efficiency was down. Despite that he looked good and should hold his spot for a few weeks to come.,
174,Brayden,Sier,MID,,COL,N/A,N/A,N/A,,Tue 27th 4am,,waiver,298,6,0,49.67,51.33,39,N/A,N/A,
434,David,Mirra,DEF,,HAW,N/A,N/A,N/A,,Tue 27th 4am,,waiver,288,4,0,72,67.67,72,N/A,N/A,
412,Kaiden,Brand,DEF,,HAW,N/A,N/A,N/A,,Tue 27th 4am,,waiver,288,5,0,57.6,63.67,57.6,N/A,N/A,
811,Daniel,Venables,FWD,,WCE,N/A,N/A,N/A,,Tue 27th 4am,,waiver,287,6,0,47.83,42,43.4,N/A,N/A,
375,Isaac,Cumming,DEF,,GWS,N/A,N/A,N/A,,Tue 27th 4am,,waiver,282,5,69,56.4,65,56.4,N/A,N/A,
796,Nic,Naitanui,RUC,,WCE,N/A,N/A,N/A,,Tue 27th 4am,,waiver,281,3,0,93.67,93.67,93.67,N/A,N/A,
260,Ryan,Nyhuis,DEF,,FRE,N/A,N/A,N/A,,Tue 27th 4am,,waiver,279,5,28,55.8,34,55.8,N/A,N/A,
768,Lachlan,Young,DEF,,WBD,N/A,N/A,N/A,,Tue 27th 4am,,waiver,269,6,0,44.83,41.67,45.4,N/A,N/A,
404,Jake,Stein,DEF,,GWS,N/A,N/A,N/A,,Tue 27th 4am,,waiver,266,5,0,53.2,52.67,53.2,N/A,N/A,
147,Josh,Daicos,FWD,,COL,N/A,N/A,N/A,,Tue 27th 4am,,waiver,265,5,0,53,50.67,53,N/A,N/A,
758,Roarke,Smith,DEF,,WBD,N/A,N/A,N/A,,Tue 27th 4am,,waiver,264,5,0,52.8,40,52.8,N/A,N/A,
81,Nick,Robertson,DEF,,BRL,N/A,N/A,N/A,,Tue 27th 4am,,waiver,261,4,0,65.25,68.33,65.25,N/A,N/A,
11,Darcy,Fogarty,FWD,,ADE,N/A,N/A,N/A,,Tue 27th 4am,,waiver,261,4,41,65.25,66.67,65.25,N/A,N/A,
352,James,Parsons,FWD,,GEE,N/A,N/A,N/A,,Tue 27th 4am,,waiver,260,4,0,65,58.67,65,N/A,N/A,
284,Corey,Ellis,DEF,MID,GCS,N/A,N/A,N/A,,Tue 27th 4am,,waiver,257,4,0,64.25,64,64.25,N/A,N/A,
833,Cam,Sutcliffe,MID,,PTA,N/A,N/A,N/A,,Tue 27th 4am,,waiver,257,5,0,51.4,56.33,51.4,N/A,N/A,
718,James,Rose,FWD,,SYD,N/A,N/A,N/A,,Tue 27th 4am,,waiver,255,5,0,51,47,51,N/A,N/A,
831,William,Snelling,MID,,ESS,N/A,N/A,N/A,,Tue 27th 4am,,waiver,254,3,0,84.67,84.67,84.67,N/A,N/A,
668,Ed,Phillips,MID,,STK,N/A,N/A,N/A,,Tue 27th 4am,,waiver,253,4,0,63.25,55.67,63.25,N/A,N/A,
821,Jonathon,Marsh,DEF,,STK,N/A,N/A,N/A,,Tue 27th 4am,,waiver,253,5,0,50.6,46.67,50.6,N/A,N/A,
803,Josh,Rotham,DEF,,WCE,N/A,N/A,N/A,,Tue 27th 4am,,waiver,253,4,0,63.25,65.67,63.25,N/A,N/A,
189,Joe,Daniher,FWD,,ESS,N/A,N/A,N/A,,Tue 27th 4am,,waiver,249,4,0,62.25,64.67,62.25,N/A,N/A,
131,Liam,Stocker,MID,,CAR,N/A,N/A,N/A,,Tue 27th 4am,,waiver,248,5,0,49.6,56.67,49.6,N/A,N/A,
465,Mitch,Hannan,FWD,,MEL,N/A,N/A,N/A,,Tue 27th 4am,,waiver,247,6,0,41.17,42,41.4,N/A,N/A,
769,Lewis,Young,DEF,,WBD,N/A,N/A,N/A,,Tue 27th 4am,,waiver,246,4,51,61.5,70.33,61.5,N/A,N/A,
819,Hayden,McLean,FWD,,SYD,N/A,N/A,N/A,,Tue 27th 4am,,waiver,244,4,0,61,61.33,61,N/A,N/A,
169,Isaac,Quaynor,DEF,,COL,N/A,N/A,N/A,,Tue 27th 4am,,waiver,241,4,0,60.25,53,60.25,N/A,N/A,
827,Kyle,Dunkley,MID,,MEL,N/A,N/A,N/A,,Tue 27th 4am,,waiver,239,5,0,47.8,46.67,47.8,N/A,N/A,
57,Tom,Cutler,MID,,BRL,N/A,N/A,N/A,,Tue 27th 4am,,waiver,234,3,0,78,78,78,N/A,N/A,
411,Grant,Birchall,DEF,,HAW,N/A,N/A,N/A,,Tue 27th 4am,,waiver,231,3,0,77,77,77,N/A,N/A,
535,Dom,Tyson,MID,,NTH,N/A,N/A,N/A,,Tue 27th 4am,,waiver,227,3,0,75.67,75.67,75.67,N/A,N/A,
160,Jack,Madgen,DEF,,COL,N/A,N/A,N/A,,Tue 27th 4am,,waiver,217,4,77,54.25,64.33,54.25,N/A,N/A,
528,Bailey,Scott,MID,,NTH,N/A,N/A,N/A,,Tue 27th 4am,,waiver,216,4,0,54,37.67,54,N/A,Bailey Scott was the Rising Star Nominee this week and he was fantastic. He had 21 touches at an impressive 90% efficiency for those touches. He also slotted two goals. He is one of the must have rookies at the moment.,
198,Michael,Hartley,DEF,,ESS,N/A,N/A,N/A,,Tue 27th 4am,,waiver,215,3,58,71.67,71.67,71.67,N/A,N/A,
34,Andy,Otten,DEF,,ADE,N/A,N/A,N/A,,Tue 27th 4am,,waiver,209,3,0,69.67,69.67,69.67,N/A,N/A,
212,Ben,McNiece,DEF,,ESS,N/A,N/A,N/A,,Tue 27th 4am,,waiver,209,5,0,41.8,51,41.8,N/A,N/A,
334,Darcy,Fort,RUC,,GEE,N/A,N/A,N/A,,Tue 27th 4am,,waiver,209,3,0,69.67,69.67,69.67,N/A,Fort struggled in the JLT and is unlikely to get that number one ruck position at Geelong. This means he isn't an option for you at R2.,
374,Aidan,Corr,DEF,,GWS,N/A,N/A,N/A,,Tue 27th 4am,,waiver,206,4,47,51.5,52,51.5,N/A,N/A,
563,Joel,Garner,DEF,,PTA,N/A,N/A,N/A,,Tue 27th 4am,,waiver,202,4,0,50.5,45.67,50.5,N/A,N/A,
359,Zac,Smith,RUC,,GEE,N/A,N/A,N/A,,Tue 27th 4am,,waiver,201,3,0,67,67,67,N/A,N/A,
289,Jacob,Heron,DEF,FWD,GCS,N/A,N/A,N/A,,Tue 27th 4am,,waiver,184,5,0,36.8,37.67,36.8,N/A,N/A,
197,Brayden,Ham,FWD,,ESS,N/A,N/A,N/A,,Tue 27th 4am,,waiver,178,4,46,44.5,44.67,44.5,N/A,N/A,
836,John,Noble,MID,,COL,N/A,N/A,N/A,,Tue 27th 4am,,waiver,170,3,64,56.67,56.67,56.67,N/A,N/A,
654,Darragh,Joyce,DEF,,STK,N/A,N/A,N/A,,Tue 27th 4am,,waiver,165,3,0,55,55,55,N/A,N/A,
286,Caleb,Graham,DEF,RUC,GCS,N/A,N/A,N/A,,Tue 27th 4am,,waiver,164,3,47,54.67,54.67,54.67,N/A,N/A,
588,Jack,Watts,FWD,,PTA,N/A,N/A,N/A,,Tue 27th 4am,,waiver,162,2,0,81,81,81,N/A,N/A,
657,Doulton,Langlands,FWD,MID,STK,N/A,N/A,N/A,,Tue 27th 4am,,waiver,160,3,0,53.33,53.33,53.33,N/A,N/A,
357,Scott,Selwood,MID,,GEE,N/A,N/A,N/A,,Tue 27th 4am,,waiver,145,2,0,72.5,72.5,72.5,N/A,N/A,
442,Marc,Pittonet,RUC,,HAW,N/A,N/A,N/A,,Tue 27th 4am,,waiver,145,2,0,72.5,72.5,72.5,N/A,N/A,
623,Patrick,Naish,DEF,,RIC,N/A,N/A,N/A,,Tue 27th 4am,,waiver,145,2,0,72.5,72.5,72.5,N/A,N/A,
51,Ryan,Bastinac,MID,,BRL,N/A,N/A,N/A,,Tue 27th 4am,,waiver,144,3,0,48,48,48,N/A,N/A,
765,Rhylee,West,MID,,WBD,N/A,N/A,N/A,,Tue 27th 4am,,waiver,142,2,73,71,71,71,N/A,N/A,
65,Ben,Keays,MID,,BRL,N/A,N/A,N/A,,Tue 27th 4am,,waiver,140,2,0,70,70,70,N/A,N/A,
228,Hayden,Ballantyne,FWD,,FRE,N/A,N/A,N/A,,Tue 27th 4am,,waiver,140,3,0,46.67,46.67,46.67,N/A,N/A,
427,Changkuoth,Jiath,DEF,,HAW,N/A,N/A,N/A,,Tue 27th 4am,,waiver,135,2,0,67.5,67.5,67.5,N/A,N/A,
392,Zac,Langdon,FWD,,GWS,N/A,N/A,N/A,,Tue 27th 4am,,waiver,134,3,0,44.67,44.67,44.67,N/A,N/A,
813,Francis,Watson,DEF,,WCE,N/A,N/A,N/A,,Tue 27th 4am,,waiver,134,2,0,67,67,67,N/A,N/A,
61,Mitchell,Hinge,DEF,,BRL,N/A,N/A,N/A,,Tue 27th 4am,,waiver,129,2,0,64.5,64.5,64.5,N/A,N/A,
40,Tyson,Stengle,FWD,,ADE,N/A,N/A,N/A,,Tue 27th 4am,,waiver,124,2,0,62,62,62,N/A,N/A,
606,Derek,Eggmolesse-Smith,DEF,,RIC,N/A,N/A,N/A,,Tue 27th 4am,,waiver,124,2,0,62,62,62,N/A,N/A,
638,David,Armitage,FWD,MID,STK,N/A,N/A,N/A,,Tue 27th 4am,,waiver,121,2,0,60.5,60.5,60.5,N/A,N/A,
680,Robert,Young,FWD,,STK,N/A,N/A,N/A,,Tue 27th 4am,,waiver,119,3,0,39.67,39.67,39.67,N/A,N/A,
635,Maverick,Weller,FWD,,RIC,N/A,N/A,N/A,,Tue 27th 4am,,waiver,118,2,0,59,59,59,N/A,N/A,
247,Stephen,Hill,DEF,,FRE,N/A,N/A,N/A,,Tue 27th 4am,,waiver,117,3,0,39,39,39,N/A,N/A,
579,Trent,McKenzie,DEF,,PTA,N/A,N/A,N/A,,Tue 27th 4am,,waiver,110,1,110,110,110,110,N/A,N/A,
84,Archie,Smith,RUC,,BRL,N/A,N/A,N/A,,Tue 27th 4am,,waiver,110,2,0,55,55,55,N/A,N/A,
505,Tom,Campbell,RUC,,NTH,N/A,N/A,N/A,,Tue 27th 4am,,waiver,105,2,0,52.5,52.5,52.5,N/A,N/A,
146,Ben,Crocker,FWD,,COL,N/A,N/A,N/A,,Tue 27th 4am,,waiver,105,3,0,35,35,35,N/A,N/A,
309,Brad,Scheer,MID,FWD,GCS,N/A,N/A,N/A,,Tue 27th 4am,,waiver,103,3,0,34.33,34.33,34.33,N/A,N/A,
522,Ben,McKay,DEF,,NTH,N/A,N/A,N/A,,Tue 27th 4am,,waiver,103,3,0,34.33,34.33,34.33,N/A,N/A,
35,Myles,Poholke,FWD,,ADE,N/A,N/A,N/A,,Tue 27th 4am,,waiver,102,2,0,51,51,51,N/A,N/A,
333,Lachie,Fogarty,FWD,,GEE,N/A,N/A,N/A,,Tue 27th 4am,,waiver,101,2,0,50.5,50.5,50.5,N/A,N/A,
371,Jye,Caldwell,MID,,GWS,N/A,N/A,N/A,,Tue 27th 4am,,waiver,100,2,0,50,50,50,N/A,N/A,
617,Oleg,Markov,DEF,,RIC,N/A,N/A,N/A,,Tue 27th 4am,,waiver,97,2,0,48.5,48.5,48.5,N/A,N/A,
111,Matthew,Lobbe,RUC,,CAR,N/A,N/A,N/A,,Tue 27th 4am,,waiver,96,2,0,48,48,48,N/A,N/A,
493,Tom,Sparrow,MID,,MEL,N/A,N/A,N/A,,Tue 27th 4am,,waiver,96,2,0,48,48,48,N/A,N/A,
809,Josh,Smith,FWD,,WCE,N/A,N/A,N/A,,Tue 27th 4am,,waiver,93,2,0,46.5,46.5,46.5,N/A,N/A,
46,Jacob,Allison,DEF,,BRL,N/A,N/A,N/A,,Tue 27th 4am,,waiver,93,2,0,46.5,46.5,46.5,N/A,N/A,
101,Alex,Fasolo,FWD,,CAR,N/A,N/A,N/A,,Tue 27th 4am,,waiver,89,3,0,29.67,29.67,29.67,N/A,N/A,
755,Fletcher,Roberts,DEF,,WBD,N/A,N/A,N/A,,Tue 27th 4am,,waiver,88,2,0,44,44,44,N/A,N/A,
318,Aaron,Young,FWD,,GCS,N/A,N/A,N/A,,Tue 27th 4am,,waiver,87,2,60,43.5,43.5,43.5,N/A,N/A,
561,Billy,Frampton,RUC,,PTA,N/A,N/A,N/A,,Tue 27th 4am,,waiver,87,2,0,43.5,43.5,43.5,N/A,N/A,
475,Kade,Kolodjashnij,DEF,,MEL,N/A,N/A,N/A,,Tue 27th 4am,,waiver,85,2,0,42.5,42.5,42.5,N/A,N/A,
125,Cameron,Polson,FWD,,CAR,N/A,N/A,N/A,,Tue 27th 4am,,waiver,85,3,0,28.33,28.33,28.33,N/A,N/A,
103,Jarrod,Garlett,FWD,,CAR,N/A,N/A,N/A,,Tue 27th 4am,,waiver,84,2,0,42,42,42,N/A,N/A,
365,Aiden,Bonar,MID,FWD,GWS,N/A,N/A,N/A,,Tue 27th 4am,,waiver,83,2,0,41.5,41.5,41.5,N/A,N/A,
273,Callum,Ah Chee,DEF,FWD,GCS,N/A,N/A,N/A,,Tue 27th 4am,,waiver,82,1,0,82,82,82,N/A,N/A,
250,Scott,Jones,RUC,FWD,FRE,N/A,N/A,N/A,,Tue 27th 4am,,waiver,80,1,80,80,80,80,N/A,N/A,
135,Tom,Williamson,DEF,,CAR,N/A,N/A,N/A,,Tue 27th 4am,,waiver,77,2,0,38.5,38.5,38.5,N/A,N/A,
473,Declan,Keilty,DEF,,MEL,N/A,N/A,N/A,,Tue 27th 4am,,waiver,75,2,0,37.5,37.5,37.5,N/A,N/A,
770,Brendon,Ah Chee,FWD,,WCE,N/A,N/A,N/A,,Tue 27th 4am,,waiver,70,1,0,70,70,70,N/A,N/A,
776,Jarrod,Brander,FWD,,WCE,N/A,N/A,N/A,,Tue 27th 4am,,waiver,70,2,0,35,35,35,N/A,N/A,
319,Ryan,Abbott,RUC,,GEE,N/A,N/A,N/A,,Tue 27th 4am,,waiver,66,1,0,66,66,66,N/A,N/A,
678,Brandon,White,DEF,,STK,N/A,N/A,N/A,,Tue 27th 4am,,waiver,66,1,0,66,66,66,N/A,N/A,
547,Joe,Atley,MID,,PTA,N/A,N/A,N/A,,Tue 27th 4am,,waiver,66,1,0,66,66,66,N/A,N/A,
234,Jason,Carter,DEF,MID,FRE,N/A,N/A,N/A,,Tue 27th 4am,,waiver,65,2,0,32.5,32.5,32.5,N/A,N/A,
180,Daniel,Wells,FWD,,COL,N/A,N/A,N/A,,Tue 27th 4am,,waiver,64,1,0,64,64,64,N/A,N/A,
830,Ryan,Gardner,DEF,FWD,WBD,N/A,N/A,N/A,,Tue 27th 4am,,waiver,63,2,0,31.5,31.5,31.5,N/A,N/A,
602,Callum,Coleman-Jones,RUC,FWD,RIC,N/A,N/A,N/A,,Tue 27th 4am,,waiver,60,1,0,60,60,60,N/A,N/A,
460,Kade,Chandler,MID,,MEL,N/A,N/A,N/A,,Tue 27th 4am,,waiver,60,1,0,60,60,60,N/A,N/A,
227,Brandon,Zerk-Thatcher,DEF,,ESS,N/A,N/A,N/A,,Tue 27th 4am,,waiver,58,1,0,58,58,58,N/A,N/A,
659,Billy,Longer,RUC,,STK,N/A,N/A,N/A,,Tue 27th 4am,,waiver,57,1,0,57,57,57,N/A,N/A,
8,Tom,Doedee,DEF,,ADE,N/A,N/A,N/A,,Tue 27th 4am,,waiver,56,1,0,56,56,56,N/A,N/A,
669,Lewis,Pierce,RUC,,STK,N/A,N/A,N/A,,Tue 27th 4am,,waiver,55,1,0,55,55,55,N/A,N/A,
572,Aidyn,Johnson,FWD,,PTA,N/A,N/A,N/A,,Tue 27th 4am,,waiver,54,1,0,54,54,54,N/A,N/A,
104,Hugh,Goddard,DEF,,CAR,N/A,N/A,N/A,,Tue 27th 4am,,waiver,53,2,0,26.5,26.5,26.5,N/A,N/A,
683,James,Bell,FWD,MID,SYD,N/A,N/A,N/A,,Tue 27th 4am,,waiver,53,2,0,26.5,26.5,26.5,N/A,N/A,
336,Zach,Guthrie,DEF,,GEE,N/A,N/A,N/A,,Tue 27th 4am,,waiver,50,1,0,50,50,50,N/A,N/A,
44,Patrick,Wilson,MID,,ADE,N/A,N/A,N/A,,Tue 27th 4am,,waiver,50,1,0,50,50,50,N/A,N/A,
203,Thomas,Jok,MID,,ESS,N/A,N/A,N/A,,Tue 27th 4am,,waiver,49,1,49,49,49,49,N/A,N/A,
310,Josh,Schoenfeld,MID,,GCS,N/A,N/A,N/A,,Tue 27th 4am,,waiver,47,1,0,47,47,47,N/A,N/A,
823,Sam,Rowe,DEF,,STK,N/A,N/A,N/A,,Tue 27th 4am,,waiver,46,1,46,46,46,46,N/A,N/A,
241,Hugh,Dixon,FWD,,FRE,N/A,N/A,N/A,,Tue 27th 4am,,waiver,45,1,45,45,45,45,N/A,N/A,
56,Cedric,Cox,DEF,,BRL,N/A,N/A,N/A,,Tue 27th 4am,,waiver,44,1,44,44,44,44,N/A,N/A,
722,Ryley,Stoddart,FWD,,SYD,N/A,N/A,N/A,,Tue 27th 4am,,waiver,42,2,0,21,21,21,N/A,N/A,
531,Curtis,Taylor,MID,FWD,NTH,N/A,N/A,N/A,,Tue 27th 4am,,waiver,40,2,0,20,20,20,N/A,N/A,
750,Dale,Morris,DEF,,WBD,N/A,N/A,N/A,,Tue 27th 4am,,waiver,39,1,0,39,39,39,N/A,N/A,
126,Angus,Schumacher,DEF,,CAR,N/A,N/A,N/A,,Tue 27th 4am,,waiver,39,1,0,39,39,39,N/A,N/A,
626,Alex,Rance,DEF,,RIC,N/A,N/A,N/A,,Tue 27th 4am,,waiver,36,1,0,36,36,36,N/A,Rance suffered a knee injury in the third quarter and didn't come back on. It didn't look good and unfortunately he has ruptured his ACL and will miss the rest of the season.,
86,Brandon,Starcevich,FWD,MID,BRL,N/A,N/A,N/A,,Tue 27th 4am,,waiver,34,1,0,34,34,34,N/A,N/A,
388,Connor,Idun,DEF,FWD,GWS,N/A,N/A,N/A,,Tue 27th 4am,,waiver,33,1,0,33,33,33,N/A,N/A,
515,Kyron,Hayden,MID,FWD,NTH,N/A,N/A,N/A,,Tue 27th 4am,,waiver,31,1,0,31,31,31,N/A,N/A,
632,Jacob,Townsend,FWD,,RIC,N/A,N/A,N/A,,Tue 27th 4am,,waiver,29,1,0,29,29,29,N/A,N/A,
403,Zachary,Sproule,FWD,MID,GWS,N/A,N/A,N/A,,Tue 27th 4am,,waiver,26,1,0,26,26,26,N/A,N/A,
7,Ben,Davis,FWD,,ADE,N/A,N/A,N/A,,Tue 27th 4am,,waiver,22,1,0,22,22,22,N/A,N/A,
138,Flynn,Appleby,DEF,,COL,N/A,N/A,N/A,,Tue 27th 4am,,waiver,21,1,0,21,21,21,N/A,N/A,
704,Justin,McInerney,DEF,,SYD,N/A,N/A,N/A,,Tue 27th 4am,,waiver,21,1,0,21,21,21,N/A,N/A,
112,Harrison,Macreadie,DEF,,CAR,N/A,N/A,N/A,,Tue 27th 4am,,waiver,14,1,0,14,14,14,N/A,N/A,
408,Callan,Ward,MID,,GWS,N/A,N/A,N/A,,Tue 27th 4am,,waiver,4,1,0,4,4,4,N/A,N/A,
400,Tommy,Sheridan,MID,,GWS,N/A,N/A,N/A,,Tue 27th 4am,,waiver,2,1,0,2,2,2,N/A,N/A,
536,Ed,Vickers-Willis,DEF,,NTH,N/A,N/A,N/A,,Tue 27th 4am,,waiver,1,1,0,1,1,1,N/A,N/A,
435,Tom,Mitchell,MID,,HAW,N/A,N/A,N/A,,Tue 27th 4am,,waiver,0,0,0,0,0,0,N/A,N/A,
99,Sam,Docherty,DEF,,CAR,N/A,N/A,N/A,,Tue 27th 4am,,waiver,0,0,0,0,0,0,N/A,N/A,
518,Ben,Jacobs,MID,,NTH,N/A,N/A,N/A,,Tue 27th 4am,,waiver,0,0,0,0,0,0,N/A,N/A,
509,Majak,Daw,DEF,,NTH,N/A,N/A,N/A,,Tue 27th 4am,,waiver,0,0,0,0,0,0,N/A,N/A,
396,Jonathon,Patton,RUC,FWD,GWS,N/A,N/A,N/A,,Tue 27th 4am,,waiver,0,0,0,0,0,0,N/A,N/A,
639,Logan,Austin,DEF,,STK,N/A,N/A,N/A,,Tue 27th 4am,,waiver,0,0,0,0,0,0,N/A,N/A,
166,Sam,Murray,DEF,,COL,N/A,N/A,N/A,,Tue 27th 4am,,waiver,0,0,0,0,0,0,N/A,N/A,
329,Jordan,Cunico,MID,,GEE,N/A,N/A,N/A,,Tue 27th 4am,,waiver,0,0,0,0,0,0,N/A,N/A,
224,James,Stewart,FWD,,ESS,N/A,N/A,N/A,,Tue 27th 4am,,waiver,0,0,0,0,0,0,N/A,N/A,
432,Teia,Miles,DEF,,HAW,N/A,N/A,N/A,,Tue 27th 4am,,waiver,0,0,0,0,0,0,N/A,N/A,
721,Nick,Smith,DEF,,SYD,N/A,N/A,N/A,,Tue 27th 4am,,waiver,0,0,0,0,0,0,N/A,N/A,
190,Matt,Dea,DEF,,ESS,N/A,N/A,N/A,,Tue 27th 4am,,waiver,0,0,0,0,0,0,N/A,N/A,
251,Shane,Kersten,DEF,,FRE,N/A,N/A,N/A,,Tue 27th 4am,,waiver,0,0,0,0,0,0,N/A,N/A,
149,Lynden,Dunn,DEF,,COL,N/A,N/A,N/A,,Tue 27th 4am,,waiver,0,0,0,0,0,0,N/A,N/A,
742,Lin,Jong,FWD,MID,WBD,N/A,N/A,N/A,,Tue 27th 4am,,waiver,0,0,0,0,0,0,N/A,N/A,
670,Bailey,Rice,DEF,,STK,N/A,N/A,N/A,,Tue 27th 4am,,waiver,0,0,0,0,0,0,N/A,N/A,
671,Dylan,Roberton,DEF,,STK,N/A,N/A,N/A,,Tue 27th 4am,,waiver,0,0,0,0,0,0,N/A,Dylan will miss the 2019 season due to his health issues from last season. We wish him all the best in his recovery.,
495,Aaron,vandenBerg,FWD,MID,MEL,N/A,N/A,N/A,,Tue 27th 4am,,waiver,0,0,0,0,0,0,N/A,N/A,
622,Callum,Moore,FWD,,RIC,N/A,N/A,N/A,,Tue 27th 4am,,waiver,0,0,0,0,0,0,N/A,N/A,
